n t s r Xn Yn Zn X Y Z color
3 1.420 0.74676 209.094 100.000 100.000 70.000 100.000 100.000 140.906 0
3 1.440 0.76016 212.846 100.000 100.000 70.000 100.000 100.000 137.154 0
3 1.460 0.77358 216.601 100.000 100.000 70.000 100.000 100.000 133.399 0
3 1.480 0.78700 220.360 100.000 100.000 70.000 100.000 100.000 129.640 0
3 1.500 0.80043 224.121 100.000 100.000 70.000 100.000 100.000 125.879 0
3 1.520 0.81388 227.886 100.000 100.000 70.000 100.000 100.000 122.114 0
3 1.540 0.82733 231.653 100.000 100.000 70.000 100.000 100.000 118.347 0
3 1.560 0.84079 235.422 100.000 100.000 70.000 100.000 100.000 114.578 0
3 1.580 0.85426 239.194 100.000 100.000 70.000 100.000 100.000 110.806 0
3 1.600 0.86774 242.968 100.000 100.000 70.000 100.000 100.000 107.032 0
3 1.620 0.88123 246.744 100.000 100.000 70.000 100.000 100.000 103.256 0
3 1.640 0.89472 250.522 100.000 100.000 70.000 100.000 100.000 99.478 0
3 1.660 0.90822 254.302 100.000 100.000 70.000 100.000 100.000 95.698 0
3 1.680 0.92173 258.084 100.000 100.000 70.000 100.000 100.000 91.916 0
3 1.700 0.93524 261.867 100.000 100.000 70.000 100.000 100.000 88.133 0
3 1.720 0.94801 265.444 100.000 100.000 70.000 100.000 100.000 84.556 0
3 1.740 0.95927 268.595 100.000 100.000 70.000 100.000 100.000 81.405 0
3 1.760 0.96914 271.359 100.000 100.000 70.000 100.000 100.000 78.641 0
3 1.780 0.97771 273.757 100.000 100.000 70.000 100.000 100.000 76.243 0
3 1.800 0.98503 275.809 100.000 100.000 70.000 100.000 100.000 74.191 0
3 1.820 0.99120 277.535 100.000 100.000 70.000 100.000 100.000 72.465 0
3 1.840 0.99625 278.951 100.000 100.000 70.000 100.000 100.000 71.049 0
3 1.860 0.99973 279.923 100.000 100.000 70.000 100.000 100.000 69.923 0
3 1.880 0.99669 279.073 100.000 100.000 70.000 100.000 100.000 69.073 0
3 1.900 0.99458 278.483 100.000 100.000 70.000 100.000 100.000 68.483 0
3 1.920 0.99335 278.138 100.000 100.000 70.000 100.000 100.000 68.138 0
3 1.940 0.99294 278.024 100.000 100.000 70.000 100.000 100.000 68.024 0
3 1.960 0.99332 278.130 100.000 100.000 70.000 100.000 100.000 68.130 0
3 1.980 0.99431 278.406 100.000 100.000 70.000 100.000 100.000 68.406 0
3 2.000 0.99545 278.726 100.000 100.000 70.000 100.000 100.000 68.726 0
3 2.020 0.99639 278.990 100.000 100.000 70.000 100.000 100.000 68.990 0
3 2.040 0.99714 279.199 100.000 100.000 70.000 100.000 100.000 69.199 0
3 2.060 0.99773 279.364 100.000 100.000 70.000 100.000 100.000 69.364 0
3 2.080 0.99820 279.495 100.000 100.000 70.000 100.000 100.000 69.495 0
3 2.100 0.99857 279.599 100.000 100.000 70.000 100.000 100.000 69.599 0
3 2.120 0.99886 279.682 100.000 100.000 70.000 100.000 100.000 69.682 0
3 2.140 0.99910 279.748 100.000 100.000 70.000 100.000 100.000 69.748 0
3 2.160 0.99928 279.800 100.000 100.000 70.000 100.000 100.000 69.800 0
3 2.180 0.99943 279.841 100.000 100.000 70.000 100.000 100.000 69.841 0
3 2.200 0.99955 279.874 100.000 100.000 70.000 100.000 100.000 69.874 0
3 2.220 0.99964 279.900 100.000 100.000 70.000 100.000 100.000 69.900 0
3 2.240 0.99972 279.921 100.000 100.000 70.000 100.000 100.000 69.921 0
3 2.260 0.99977 279.937 100.000 100.000 70.000 100.000 100.000 69.937 0
3 2.280 0.99982 279.950 100.000 100.000 70.000 100.000 100.000 69.950 0
3 2.300 0.99986 279.960 100.000 100.000 70.000 100.000 100.000 69.960 0
3 2.320 0.99989 279.968 100.000 100.000 70.000 100.000 100.000 69.968 0
3 2.340 0.99991 279.975 100.000 100.000 70.000 100.000 100.000 69.975 0
3 2.360 0.99993 279.980 100.000 100.000 70.000 100.000 100.000 69.980 0
3 2.380 0.99994 279.984 100.000 100.000 70.000 100.000 100.000 69.984 0
3 2.400 0.99996 279.987 100.000 100.000 70.000 100.000 100.000 69.987 0
3 2.420 0.99996 279.990 100.000 100.000 70.000 100.000 100.000 69.990 0
3 2.440 0.99997 279.992 100.000 100.000 70.000 100.000 100.000 69.992 0
3 2.460 0.99998 279.994 100.000 100.000 70.000 100.000 100.000 69.994 0
3 2.480 0.99998 279.995 100.000 100.000 70.000 100.000 100.000 69.995 0


4 0.000 0.00000 0.000 100.000 100.000 70.000 100.000 100.000 69.996 1
4 0.020 0.00198 0.040 100.000 100.000 69.960 100.000 100.000 69.994 1
4 0.040 0.00793 0.159 100.000 100.000 69.841 100.000 100.000 69.977 1
4 0.060 0.01784 0.357 100.000 100.000 69.643 100.000 100.000 69.934 1
4 0.080 0.03172 0.634 100.000 100.000 69.366 100.000 100.000 69.853 1
4 0.100 0.04819 0.964 100.000 100.000 69.036 100.000 100.000 69.729 2
4 0.120 0.06471 1.294 100.000 100.000 68.706 100.000 100.000 69.562 2
4 0.140 0.08123 1.625 100.000 100.000 68.375 100.000 100.000 69.362 2
4 0.160 0.09775 1.955 100.000 100.000 68.045 100.000 100.000 69.135 2
4 0.180 0.11427 2.285 100.000 100.000 67.715 100.000 100.000 68.886 2
4 0.200 0.13079 2.616 100.000 100.000 67.384 100.000 100.000 68.621 2
4 0.220 0.14732 2.946 100.000 100.000 67.054 100.000 100.000 68.342 2
4 0.240 0.16384 3.277 100.000 100.000 66.723 100.000 100.000 68.052 2
4 0.260 0.18036 3.607 100.000 100.000 66.393 100.000 100.000 67.754 2
4 0.280 0.19688 3.938 100.000 100.000 66.062 100.000 100.000 67.450 2
4 0.300 0.21340 4.268 100.000 100.000 65.732 100.000 100.000 67.140 2
4 0.320 0.22992 4.598 100.000 100.000 65.402 100.000 100.000 66.826 2
4 0.340 0.24644 4.929 100.000 100.000 65.071 100.000 100.000 66.508 2
4 0.360 0.26296 5.259 100.000 100.000 64.741 100.000 100.000 66.188 2
4 0.380 0.27949 5.590 100.000 100.000 64.410 100.000 100.000 65.865 2
4 0.400 0.29601 5.920 100.000 100.000 64.080 100.000 100.000 65.542 2
4 0.420 0.31253 6.251 100.000 100.000 63.749 100.000 100.000 65.216 2
4 0.440 0.32905 6.581 100.000 100.000 63.419 100.000 100.000 64.890 2
4 0.460 0.34557 6.911 100.000 100.000 63.089 100.000 100.000 64.563 2
4 0.480 0.36209 7.242 100.000 100.000 62.758 100.000 100.000 64.235 2
4 0.500 0.37861 7.572 100.000 100.000 62.428 100.000 100.000 63.906 2
4 0.520 0.39514 7.903 100.000 100.000 62.097 100.000 100.000 63.578 2
4 0.540 0.41166 8.233 100.000 100.000 61.767 100.000 100.000 63.248 2
4 0.560 0.42818 8.564 100.000 100.000 61.436 100.000 100.000 62.919 2
4 0.580 0.44470 8.894 100.000 100.000 61.106 100.000 100.000 62.589 2
4 0.600 0.46122 9.224 100.000 100.000 60.776 100.000 100.000 62.260 2
4 0.620 0.47774 9.555 100.000 100.000 60.445 100.000 100.000 61.930 2
4 0.640 0.49426 9.885 100.000 100.000 60.115 100.000 100.000 61.600 2
4 0.660 0.51078 10.216 100.000 100.000 59.784 100.000 100.000 61.270 2
4 0.680 0.52731 10.546 100.000 100.000 59.454 100.000 100.000 60.939 2
4 0.700 0.54383 10.877 100.000 100.000 59.123 100.000 100.000 60.609 2
4 0.720 0.56035 11.207 100.000 100.000 58.793 100.000 100.000 60.279 2
4 0.740 0.57687 11.537 100.000 100.000 58.463 100.000 100.000 59.949 2
4 0.760 0.59339 11.868 100.000 100.000 58.132 100.000 100.000 59.618 2
4 0.780 0.60991 12.198 100.000 100.000 57.802 100.000 100.000 59.288 2
4 0.800 0.62643 12.529 100.000 100.000 57.471 100.000 100.000 58.958 2
4 0.820 0.64296 12.859 100.000 100.000 57.141 100.000 100.000 58.627 2
4 0.840 0.65948 13.190 100.000 100.000 56.810 100.000 100.000 58.297 2
4 0.860 0.67600 13.520 100.000 100.000 56.480 100.000 100.000 57.966 2
4 0.880 0.69252 13.850 100.000 100.000 56.150 100.000 100.000 57.636 2
4 0.900 0.70904 14.181 100.000 100.000 55.819 100.000 100.000 57.306 2
4 0.920 0.72556 14.511 100.000 100.000 55.489 100.000 100.000 56.975 2
4 0.940 0.74208 14.842 100.000 100.000 55.158 100.000 100.000 56.645 2
4 0.960 0.75860 15.172 100.000 100.000 54.828 100.000 100.000 56.314 2
4 0.980 0.77513 15.503 100.000 100.000 54.497 100.000 100.000 55.984 2
4 1.000 0.79165 15.833 100.000 100.000 54.167 100.000 100.000 55.653 2
4 1.020 0.80817 16.163 100.000 100.000 53.837 100.000 100.000 55.323 2
4 1.040 0.82469 16.494 100.000 100.000 53.506 100.000 100.000 54.993 2
4 1.060 0.84121 16.824 100.000 100.000 53.176 100.000 100.000 54.662 2
4 1.080 0.85773 17.155 100.000 100.000 52.845 100.000 100.000 54.332 2
4 1.100 0.87425 17.485 100.000 100.000 52.515 100.000 100.000 54.001 2
4 1.120 0.89078 17.816 100.000 100.000 52.184 100.000 100.000 53.671 2
4 1.140 0.90730 18.146 100.000 100.000 51.854 100.000 100.000 53.340 2
4 1.160 0.92382 18.476 100.000 100.000 51.524 100.000 100.000 53.010 2
4 1.180 0.94034 18.807 100.000 100.000 51.193 100.000 100.000 52.680 2
4 1.200 0.95686 19.137 100.000 100.000 50.863 100.000 100.000 52.349 2
4 1.220 0.97338 19.468 100.000 100.000 50.532 100.000 100.000 52.019 2
4 1.240 0.98810 19.762 100.000 100.000 50.238 100.000 100.000 51.691 3
4 1.260 0.99703 19.941 100.000 100.000 50.059 100.000 100.000 51.380 3


5 0.000 0.00000 0.000 100.000 100.000 50.000 100.000 100.000 51.104 1
5 0.020 0.00040 0.040 100.040 100.000 50.000 100.003 100.000 50.877 1
5 0.040 0.00160 0.160 100.160 100.000 50.000 100.019 100.000 50.696 1
5 0.060 0.00359 0.359 100.359 100.000 50.000 100.060 100.000 50.552 1
5 0.080 0.00638 0.638 100.638 100.000 50.000 100.139 100.000 50.438 1
5 0.100 0.00997 0.997 100.997 100.000 50.000 100.264 100.000 50.348 1
5 0.120 0.01436 1.436 101.436 100.000 50.000 100.442 100.000 50.276 1
5 0.140 0.01955 1.955 101.955 100.000 50.000 100.680 100.000 50.219 1
5 0.160 0.02553 2.553 102.553 100.000 50.000 100.980 100.000 50.174 1
5 0.180 0.03231 3.231 103.231 100.000 50.000 101.348 100.000 50.138 1
5 0.200 0.03989 3.989 103.989 100.000 50.000 101.785 100.000 50.110 1
5 0.220 0.04814 4.814 104.814 100.000 50.000 102.292 100.000 50.087 2
5 0.240 0.05645 5.645 105.645 100.000 50.000 102.866 100.000 50.069 2
5 0.260 0.06476 6.476 106.476 100.000 50.000 103.494 100.000 50.055 2
5 0.280 0.07307 7.307 107.307 100.000 50.000 104.164 100.000 50.043 2
5 0.300 0.08138 8.138 108.138 100.000 50.000 104.869 100.000 50.034 2
5 0.320 0.08969 8.969 108.969 100.000 50.000 105.601 100.000 50.027 2
5 0.340 0.09800 9.800 109.800 100.000 50.000 106.353 100.000 50.022 2
5 0.360 0.10631 10.631 110.631 100.000 50.000 107.123 100.000 50.017 2
5 0.380 0.11463 11.463 111.463 100.000 50.000 107.905 100.000 50.014 2
5 0.400 0.12294 12.294 112.294 100.000 50.000 108.698 100.000 50.011 2
5 0.420 0.13125 13.125 113.125 100.000 50.000 109.498 100.000 50.009 2
5 0.440 0.13956 13.956 113.956 100.000 50.000 110.306 100.000 50.007 2
5 0.460 0.14787 14.787 114.787 100.000 50.000 111.118 100.000 50.005 2
5 0.480 0.15618 15.618 115.618 100.000 50.000 111.934 100.000 50.004 2
5 0.500 0.16449 16.449 116.449 100.000 50.000 112.754 100.000 50.003 2
5 0.520 0.17280 17.280 117.280 100.000 50.000 113.576 100.000 50.003 2
5 0.540 0.18112 18.112 118.112 100.000 50.000 114.400 100.000 50.002 2
5 0.560 0.18943 18.943 118.943 100.000 50.000 115.225 100.000 50.002 2
5 0.580 0.19774 19.774 119.774 100.000 50.000 116.052 100.000 50.001 2
5 0.600 0.20605 20.605 120.605 100.000 50.000 116.879 100.000 50.001 2
5 0.620 0.21436 21.436 121.436 100.000 50.000 117.707 100.000 50.001 2
5 0.640 0.22267 22.267 122.267 100.000 50.000 118.536 100.000 50.001 2
5 0.660 0.23098 23.098 123.098 100.000 50.000 119.366 100.000 50.001 2
5 0.680 0.23929 23.929 123.929 100.000 50.000 120.195 100.000 50.000 2
5 0.700 0.24760 24.760 124.760 100.000 50.000 121.026 100.000 50.000 2
5 0.720 0.25592 25.592 125.592 100.000 50.000 121.856 100.000 50.000 2
5 0.740 0.26423 26.423 126.423 100.000 50.000 122.686 100.000 50.000 2
5 0.760 0.27254 27.254 127.254 100.000 50.000 123.517 100.000 50.000 2
5 0.780 0.28085 28.085 128.085 100.000 50.000 124.348 100.000 50.000 2
5 0.800 0.28916 28.916 128.916 100.000 50.000 125.178 100.000 50.000 2
5 0.820 0.29747 29.747 129.747 100.000 50.000 126.009 100.000 50.000 2
5 0.840 0.30578 30.578 130.578 100.000 50.000 126.840 100.000 50.000 2
5 0.860 0.31409 31.409 131.409 100.000 50.000 127.671 100.000 50.000 2
5 0.880 0.32241 32.241 132.241 100.000 50.000 128.502 100.000 50.000 2
5 0.900 0.33072 33.072 133.072 100.000 50.000 129.333 100.000 50.000 2
5 0.920 0.33903 33.903 133.903 100.000 50.000 130.164 100.000 50.000 2
5 0.940 0.34734 34.734 134.734 100.000 50.000 130.995 100.000 50.000 2
5 0.960 0.35565 35.565 135.565 100.000 50.000 131.826 100.000 50.000 2
5 0.980 0.36396 36.396 136.396 100.000 50.000 132.657 100.000 50.000 2
5 1.000 0.37227 37.227 137.227 100.000 50.000 133.488 100.000 50.000 2
5 1.020 0.38058 38.058 138.058 100.000 50.000 134.320 100.000 50.000 2
5 1.040 0.38890 38.890 138.890 100.000 50.000 135.151 100.000 50.000 2
5 1.060 0.39721 39.721 139.721 100.000 50.000 135.982 100.000 50.000 2
5 1.080 0.40552 40.552 140.552 100.000 50.000 136.813 100.000 50.000 2
5 1.100 0.41383 41.383 141.383 100.000 50.000 137.644 100.000 50.000 2
5 1.120 0.42214 42.214 142.214 100.000 50.000 138.475 100.000 50.000 2
5 1.140 0.43045 43.045 143.045 100.000 50.000 139.306 100.000 50.000 2
5 1.160 0.43876 43.876 143.876 100.000 50.000 140.137 100.000 50.000 2
5 1.180 0.44707 44.707 144.707 100.000 50.000 140.968 100.000 50.000 2
5 1.200 0.45538 45.538 145.538 100.000 50.000 141.800 100.000 50.000 2
5 1.220 0.46370 46.370 146.370 100.000 50.000 142.631 100.000 50.000 2
5 1.240 0.47201 47.201 147.201 100.000 50.000 143.462 100.000 50.000 2
5 1.260 0.48032 48.032 148.032 100.000 50.000 144.293 100.000 50.000 2
5 1.280 0.48863 48.863 148.863 100.000 50.000 145.124 100.000 50.000 2
5 1.300 0.49694 49.694 149.694 100.000 50.000 145.955 100.000 50.000 2
5 1.320 0.50525 50.525 150.525 100.000 50.000 146.786 100.000 50.000 2
5 1.340 0.51356 51.356 151.356 100.000 50.000 147.617 100.000 50.000 2
5 1.360 0.52187 52.187 152.187 100.000 50.000 148.448 100.000 50.000 2
5 1.380 0.53019 53.019 153.019 100.000 50.000 149.280 100.000 50.000 2
5 1.400 0.53850 53.850 153.850 100.000 50.000 150.111 100.000 50.000 2
5 1.420 0.54681 54.681 154.681 100.000 50.000 150.942 100.000 50.000 2
5 1.440 0.55512 55.512 155.512 100.000 50.000 151.773 100.000 50.000 2
5 1.460 0.56343 56.343 156.343 100.000 50.000 152.604 100.000 50.000 2
5 1.480 0.57174 57.174 157.174 100.000 50.000 153.435 100.000 50.000 2
5 1.500 0.58005 58.005 158.005 100.000 50.000 154.266 100.000 50.000 2
5 1.520 0.58836 58.836 158.836 100.000 50.000 155.097 100.000 50.000 2
5 1.540 0.59668 59.668 159.668 100.000 50.000 155.929 100.000 50.000 2
5 1.560 0.60499 60.499 160.499 100.000 50.000 156.760 100.000 50.000 2
5 1.580 0.61330 61.330 161.330 100.000 50.000 157.591 100.000 50.000 2
5 1.600 0.62161 62.161 162.161 100.000 50.000 158.422 100.000 50.000 2
5 1.620 0.62992 62.992 162.992 100.000 50.000 159.253 100.000 50.000 2
5 1.640 0.63823 63.823 163.823 100.000 50.000 160.084 100.000 50.000 2
5 1.660 0.64654 64.654 164.654 100.000 50.000 160.915 100.000 50.000 2
5 1.680 0.65485 65.485 165.485 100.000 50.000 161.746 100.000 50.000 2
5 1.700 0.66317 66.317 166.317 100.000 50.000 162.578 100.000 50.000 2
5 1.720 0.67148 67.148 167.148 100.000 50.000 163.409 100.000 50.000 2
5 1.740 0.67979 67.979 167.979 100.000 50.000 164.240 100.000 50.000 2
5 1.760 0.68810 68.810 168.810 100.000 50.000 165.071 100.000 50.000 2
5 1.780 0.69641 69.641 169.641 100.000 50.000 165.902 100.000 50.000 2
5 1.800 0.70472 70.472 170.472 100.000 50.000 166.733 100.000 50.000 2
5 1.820 0.71303 71.303 171.303 100.000 50.000 167.564 100.000 50.000 2
5 1.840 0.72134 72.134 172.134 100.000 50.000 168.395 100.000 50.000 2
5 1.860 0.72965 72.965 172.965 100.000 50.000 169.226 100.000 50.000 2
5 1.880 0.73797 73.797 173.797 100.000 50.000 170.058 100.000 50.000 2
5 1.900 0.74628 74.628 174.628 100.000 50.000 170.889 100.000 50.000 2
5 1.920 0.75459 75.459 175.459 100.000 50.000 171.720 100.000 50.000 2
5 1.940 0.76290 76.290 176.290 100.000 50.000 172.551 100.000 50.000 2
5 1.960 0.77121 77.121 177.121 100.000 50.000 173.382 100.000 50.000 2
5 1.980 0.77952 77.952 177.952 100.000 50.000 174.213 100.000 50.000 2
5 2.000 0.78783 78.783 178.783 100.000 50.000 175.044 100.000 50.000 2
5 2.020 0.79614 79.614 179.614 100.000 50.000 175.875 100.000 50.000 2
5 2.040 0.80446 80.446 180.446 100.000 50.000 176.707 100.000 50.000 2
5 2.060 0.81277 81.277 181.277 100.000 50.000 177.538 100.000 50.000 2
5 2.080 0.82108 82.108 182.108 100.000 50.000 178.369 100.000 50.000 2
5 2.100 0.82939 82.939 182.939 100.000 50.000 179.200 100.000 50.000 2
5 2.120 0.83770 83.770 183.770 100.000 50.000 180.031 100.000 50.000 2
5 2.140 0.84601 84.601 184.601 100.000 50.000 180.862 100.000 50.000 2
5 2.160 0.85432 85.432 185.432 100.000 50.000 181.693 100.000 50.000 2
5 2.180 0.86263 86.263 186.263 100.000 50.000 182.524 100.000 50.000 2
5 2.200 0.87095 87.095 187.095 100.000 50.000 183.356 100.000 50.000 2
5 2.220 0.87926 87.926 187.926 100.000 50.000 184.187 100.000 50.000 2
5 2.240 0.88757 88.757 188.757 100.000 50.000 185.018 100.000 50.000 2
5 2.260 0.89588 89.588 189.588 100.000 50.000 185.849 100.000 50.000 2
5 2.280 0.90419 90.419 190.419 100.000 50.000 186.680 100.000 50.000 2
5 2.300 0.91250 91.250 191.250 100.000 50.000 187.511 100.000 50.000 2
5 2.320 0.92081 92.081 192.081 100.000 50.000 188.342 100.000 50.000 2
5 2.340 0.92912 92.912 192.912 100.000 50.000 189.173 100.000 50.000 2
5 2.360 0.93744 93.744 193.744 100.000 50.000 190.005 100.000 50.000 2
5 2.380 0.94575 94.575 194.575 100.000 50.000 190.836 100.000 50.000 2
5 2.400 0.95406 95.406 195.406 100.000 50.000 191.667 100.000 50.000 2
5 2.420 0.96237 96.237 196.237 100.000 50.000 192.498 100.000 50.000 2
5 2.440 0.97068 97.068 197.068 100.000 50.000 193.329 100.000 50.000 2
5 2.460 0.97846 97.846 197.846 100.000 50.000 194.156 100.000 50.000 3
5 2.480 0.98504 98.504 198.504 100.000 50.000 194.965 100.000 50.000 3
5 2.500 0.99043 99.043 199.043 100.000 50.000 195.737 100.000 50.000 3
5 2.520 0.99461 99.461 199.461 100.000 50.000 196.453 100.000 50.000 3
5 2.540 0.99761 99.761 199.761 100.000 50.000 197.101 100.000 50.000 3
5 2.560 0.99940 99.940 199.940 100.000 50.000 197.669 100.000 50.000 3


6 0.000 0.00000 0.000 200.000 100.000 50.000 198.150 100.000 50.000 1
6 0.020 0.00050 0.040 200.000 100.040 50.000 198.540 100.003 50.000 1
6 0.040 0.00199 0.159 200.000 100.159 50.000 198.849 100.020 50.000 1
6 0.060 0.00449 0.359 200.000 100.359 50.000 199.093 100.062 50.000 1
6 0.080 0.00797 0.638 200.000 100.638 50.000 199.285 100.143 50.000 1
6 0.100 0.01246 0.997 200.000 100.997 50.000 199.436 100.269 50.000 1
6 0.120 0.01794 1.435 200.000 101.435 50.000 199.556 100.449 50.000 1
6 0.140 0.02442 1.953 200.000 101.953 50.000 199.650 100.688 50.000 1
6 0.160 0.03189 2.552 200.000 102.552 50.000 199.724 100.990 50.000 1
6 0.180 0.04037 3.229 200.000 103.229 50.000 199.783 101.359 50.000 1
6 0.200 0.04983 3.987 200.000 103.987 50.000 199.829 101.797 50.000 1
6 0.220 0.06013 4.810 200.000 104.810 50.000 199.865 102.305 50.000 2
6 0.240 0.07051 5.641 200.000 105.641 50.000 199.894 102.879 50.000 2
6 0.260 0.08089 6.472 200.000 106.472 50.000 199.916 103.506 50.000 2
6 0.280 0.09128 7.302 200.000 107.302 50.000 199.934 104.176 50.000 2
6 0.300 0.10166 8.133 200.000 108.133 50.000 199.948 104.879 50.000 2
6 0.320 0.11204 8.963 200.000 108.963 50.000 199.959 105.609 50.000 2
6 0.340 0.12242 9.794 200.000 109.794 50.000 199.968 106.360 50.000 2
6 0.360 0.13280 10.624 200.000 110.624 50.000 199.974 107.127 50.000 2
6 0.380 0.14319 11.455 200.000 111.455 50.000 199.980 107.908 50.000 2
6 0.400 0.15357 12.286 200.000 112.286 50.000 199.984 108.699 50.000 2
6 0.420 0.16395 13.116 200.000 113.116 50.000 199.988 109.498 50.000 2
6 0.440 0.17433 13.947 200.000 113.947 50.000 199.990 110.304 50.000 2
6 0.460 0.18472 14.777 200.000 114.777 50.000 199.992 111.115 50.000 2
6 0.480 0.19510 15.608 200.000 115.608 50.000 199.994 111.930 50.000 2
6 0.500 0.20548 16.438 200.000 116.438 50.000 199.995 112.748 50.000 2
6 0.520 0.21586 17.269 200.000 117.269 50.000 199.996 113.569 50.000 2
6 0.540 0.22624 18.099 200.000 118.099 50.000 199.997 114.392 50.000 2
6 0.560 0.23663 18.930 200.000 118.930 50.000 199.998 115.217 50.000 2
6 0.580 0.24701 19.761 200.000 119.761 50.000 199.998 116.042 50.000 2
6 0.600 0.25739 20.591 200.000 120.591 50.000 199.999 116.869 50.000 2
6 0.620 0.26777 21.422 200.000 121.422 50.000 199.999 117.697 50.000 2
6 0.640 0.27815 22.252 200.000 122.252 50.000 199.999 118.525 50.000 2
6 0.660 0.28854 23.083 200.000 123.083 50.000 199.999 119.354 50.000 2
6 0.680 0.29892 23.913 200.000 123.913 50.000 199.999 120.183 50.000 2
6 0.700 0.30930 24.744 200.000 124.744 50.000 200.000 121.012 50.000 2
6 0.720 0.31968 25.575 200.000 125.575 50.000 200.000 121.842 50.000 2
6 0.740 0.33006 26.405 200.000 126.405 50.000 200.000 122.672 50.000 2
6 0.760 0.34045 27.236 200.000 127.236 50.000 200.000 123.502 50.000 2
6 0.780 0.35083 28.066 200.000 128.066 50.000 200.000 124.332 50.000 2
6 0.800 0.36121 28.897 200.000 128.897 50.000 200.000 125.162 50.000 2
6 0.820 0.37159 29.727 200.000 129.727 50.000 200.000 125.992 50.000 2
6 0.840 0.38198 30.558 200.000 130.558 50.000 200.000 126.822 50.000 2
6 0.860 0.39236 31.389 200.000 131.389 50.000 200.000 127.653 50.000 2
6 0.880 0.40274 32.219 200.000 132.219 50.000 200.000 128.483 50.000 2
6 0.900 0.41312 33.050 200.000 133.050 50.000 200.000 129.314 50.000 2
6 0.920 0.42350 33.880 200.000 133.880 50.000 200.000 130.144 50.000 2
6 0.940 0.43389 34.711 200.000 134.711 50.000 200.000 130.975 50.000 2
6 0.960 0.44427 35.541 200.000 135.541 50.000 200.000 131.805 50.000 2
6 0.980 0.45465 36.372 200.000 136.372 50.000 200.000 132.636 50.000 2
6 1.000 0.46503 37.203 200.000 137.203 50.000 200.000 133.466 50.000 2
6 1.020 0.47541 38.033 200.000 138.033 50.000 200.000 134.297 50.000 2
6 1.040 0.48580 38.864 200.000 138.864 50.000 200.000 135.127 50.000 2
6 1.060 0.49618 39.694 200.000 139.694 50.000 200.000 135.958 50.000 2
6 1.080 0.50656 40.525 200.000 140.525 50.000 200.000 136.789 50.000 2
6 1.100 0.51694 41.355 200.000 141.355 50.000 200.000 137.619 50.000 2
6 1.120 0.52733 42.186 200.000 142.186 50.000 200.000 138.450 50.000 2
6 1.140 0.53771 43.017 200.000 143.017 50.000 200.000 139.280 50.000 2
6 1.160 0.54809 43.847 200.000 143.847 50.000 200.000 140.111 50.000 2
6 1.180 0.55847 44.678 200.000 144.678 50.000 200.000 140.941 50.000 2
6 1.200 0.56885 45.508 200.000 145.508 50.000 200.000 141.772 50.000 2
6 1.220 0.57924 46.339 200.000 146.339 50.000 200.000 142.602 50.000 2
6 1.240 0.58962 47.169 200.000 147.169 50.000 200.000 143.433 50.000 2
6 1.260 0.60000 48.000 200.000 148.000 50.000 200.000 144.264 50.000 2
6 1.280 0.61038 48.831 200.000 148.831 50.000 200.000 145.094 50.000 2
6 1.300 0.62076 49.661 200.000 149.661 50.000 200.000 145.925 50.000 2
6 1.320 0.63115 50.492 200.000 150.492 50.000 200.000 146.755 50.000 2
6 1.340 0.64153 51.322 200.000 151.322 50.000 200.000 147.586 50.000 2
6 1.360 0.65191 52.153 200.000 152.153 50.000 200.000 148.416 50.000 2
6 1.380 0.66229 52.983 200.000 152.983 50.000 200.000 149.247 50.000 2
6 1.400 0.67267 53.814 200.000 153.814 50.000 200.000 150.078 50.000 2
6 1.420 0.68306 54.645 200.000 154.645 50.000 200.000 150.908 50.000 2
6 1.440 0.69344 55.475 200.000 155.475 50.000 200.000 151.739 50.000 2
6 1.460 0.70382 56.306 200.000 156.306 50.000 200.000 152.569 50.000 2
6 1.480 0.71420 57.136 200.000 157.136 50.000 200.000 153.400 50.000 2
6 1.500 0.72459 57.967 200.000 157.967 50.000 200.000 154.230 50.000 2
6 1.520 0.73497 58.797 200.000 158.797 50.000 200.000 155.061 50.000 2
6 1.540 0.74535 59.628 200.000 159.628 50.000 200.000 155.892 50.000 2
6 1.560 0.75573 60.459 200.000 160.459 50.000 200.000 156.722 50.000 2
6 1.580 0.76611 61.289 200.000 161.289 50.000 200.000 157.553 50.000 2
6 1.600 0.77650 62.120 200.000 162.120 50.000 200.000 158.383 50.000 2
6 1.620 0.78688 62.950 200.000 162.950 50.000 200.000 159.214 50.000 2
6 1.640 0.79726 63.781 200.000 163.781 50.000 200.000 160.044 50.000 2
6 1.660 0.80764 64.611 200.000 164.611 50.000 200.000 160.875 50.000 2
6 1.680 0.81802 65.442 200.000 165.442 50.000 200.000 161.706 50.000 2
6 1.700 0.82841 66.273 200.000 166.273 50.000 200.000 162.536 50.000 2
6 1.720 0.83879 67.103 200.000 167.103 50.000 200.000 163.367 50.000 2
6 1.740 0.84917 67.934 200.000 167.934 50.000 200.000 164.197 50.000 2
6 1.760 0.85955 68.764 200.000 168.764 50.000 200.000 165.028 50.000 2
6 1.780 0.86994 69.595 200.000 169.595 50.000 200.000 165.858 50.000 2
6 1.800 0.88032 70.425 200.000 170.425 50.000 200.000 166.689 50.000 2
6 1.820 0.89070 71.256 200.000 171.256 50.000 200.000 167.520 50.000 2
6 1.840 0.90108 72.087 200.000 172.087 50.000 200.000 168.350 50.000 2
